query_id,applied_rules,ignored_rules,applied_rules_size,ignored_rules_size
query69.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query70.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query71.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query72.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query73.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query74.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query75.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query76.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query77.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query78.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query79.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query80.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query81.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query82.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query83.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query84.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query85.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query86.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query87.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query88.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query89.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query90.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query91.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query92.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query93.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query94.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query95.sql,FilterIntoJoinRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;CteIntroductionRule,2,8
query96.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query97.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query98.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query99.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query100.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query101.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query102.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query103.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query104.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query105.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query106.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query107.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query108.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query109.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query110.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query111.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query112.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query113.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query114.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query115.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query116.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query117.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query118.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query119.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query120.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query121.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query122.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query123.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query124.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query125.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query126.sql,FilterIntoJoinRule;JoinToCorrelateRule;AggregateJoinTransposeRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectMergeRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,13
query127.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query128.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query129.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query130.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query131.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query132.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query133.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
query134.sql,FilterIntoJoinRule;AggregateJoinTransposeRule;JoinToCorrelateRule,ReduceExpressionsRule(Filter);FilterProjectTransposeRule;ProjectFilterTransposeRule;JoinConditionPushRule;ProjectRemoveRule;ProjectJoinRemoveRule;AggregateJoinRemoveRule;JoinHubEliminationRule;SemiJoinRule:join;JoinToCorrelatedSubqueryRule;SemiJoinToExistsRule;CteIntroductionRule,3,12
